chrom	chromStart	chromEnd	gene symbol	strand	known	UCSC_cassette	NR	Under selection	UI len	exon len	DI len	minEvi (noEST)	inclusion	match known exon	overlap known exon	overlap CDS	AG/GU in hg19	hg19.cass	NMD classification	intron.phyloP	wobble.phyloP	GMM FDR
chr6	85256342	85267937	Sfxn5	-	0		1	0	11123	50	265	8	0.000800188			0	1		NMD_in	-0.1371025	-0.0288235	0.839
chr6	77600741	77605384	Ctnna2	-	0		1	0	3437	236	687	3	0.474747475			0	1		NMD_in	-0.2191775	-0.420646	0.803
chr6	71592072	71594005	Kdm3a	-	0		1	0	1472	44	166	6	0.002025015			0	1		NMD_in	0.0058449	-0.0116	0.82
chr6	57762434	57825125	Vopp1	-	0		1	0	50138	78	12139	42	0.993956835	EX-232023-53337-53415[.][72]	EX-232023-53337-53415[.][72]	1	1		NMD_in	-0.0434725	0.420731	0.818
chr6	57774710	57790035	Vopp1	-	0		1	0	11635	170	3383	2	0.000275467			0	1		NMD_in	0.02835065	-0.221	0.765
chr6	57515592	57522849	Ppm1k	-	0		1	1	4512	192	2286	11	0.005774278			1	1	CA-sr-chr4r-1405[INC][31|7/2017]	NMD_in	1.08864	2.05777	0.000209
chr6	56892789	56923932	Nt5c3	-	0		1	0	25845	52	4886	74	0.289499037	EX-107569-29106-29158[.][1]	EX-107569-29103-29162[.][1]||EX-107569-29103-29158[.][16]||EX-107569-29106-29158[.][1]	1	1	CA-51251-3230-29812-29864-38882[INC][1/33][UPT]	NMD_in	0.610201	1.2195	0.159
chr6	52893998	53068624	Jazf1	-	0		1	0	12085	118	162178	4	0.001863499			0	1		NMD_in	0.01022	0.127795	0.829
chr6	52812102	52894071	Jazf1	-	0		1	0	24705	114	56880	2	0.000507254			0	1		NMD_in	0.9026475	0.842447	0.0021
chr6	52777534	52812299	Jazf1	-	0		1	0	9104	225	25069	2	0.000486697			0	1		NMD_in	0.255103	0.322747	0.658
chr6	49117151	49168518	Igf2bp3	-	0		1	0	33711	64	17261	2	0.995633188	EX-140488-83196-83260[.][41]	EX-140488-83196-83260[.][41]	1	1	CA-10643-54601-111779-111843-121790[INC][1/1]	NMD_in	0.9308925	1.03871	0.00194
chr6	48043843	48048114	Zfp777	-	0		1	0	299	55	2930	53	0.364626991			0	1		NMD_in	0.4179675	0.583611	0.429
chr6	39350049	39357483	Slc37a3	-	0		1	0	4649	97	2519	2	0.999438596	EX-72144-27957-28054[.][19]	EX-72144-27957-28054[.][19]	1	1	CA-84255-37104-45747-45844-49365[INC][1/1]	NMD_in	0.039111785	-0.114303	0.786
chr6	36894775	36913749	Dgki	-	0		1	0	16578	69	2184	2	0.001151278			0	1		NMD_in	0.5154225	0.491565	0.23
chr6	35064897	35068713	Cnot4	-	0		1	0	775	159	2631	18	0.00984456			0	1	CA-sr-chr7r-581[INC][8|9/932]	NMD_in	0.6934425	1.31562	0.0777
chr7	5062142	5066538	U2af2	+	0		1	0	3725	120	221	84	0.005549289			0	1	CA-11338-4104-7812-7932-8160[INC][10/68][UPT]	NMD_in	0.40996	1.0711	0.435
chr7	16401195	16416992	Zc3h4	+	0		1	1	1279	174	14013	17	0.044126787			0	1	CA-sr-chr19r-1539[INC][2|10/230]	NMD_in	1.632775	1.90534	6.80E-10
chr7	16858378	16864039	Prkd2	+	0		1	0	3190	99	2111	110	0.171171171			0	1	CA-sr-chr19r-1604[INC][72|79/513]	NMD_in	-0.006155	0.234848	0.833
chr7	28177142	28178317	Fbl	+	0		1	0	623	80	226	174	0.468926554			0	1	CA-sr-chr19r-2213[INC][61|63/5667]	NMD_in	0.331425	0.906926	0.564
chr7	28766751	28772208	Sirt2	+	0	cassetteExon_9688	1	0	4943	49	235	9	0.999429115	EX-64383-8059-8108[.][134]	EX-64383-8059-8108[.][134]	1	1	CA-sr-chr19r-2295[INC][8544|11776/3]	NMD_in	-0.0598485	-0.081625	0.831
chr7	29313081	29314189	Dpf1	+	0		1	0	359	88	478	24	0.007768318			0	1		NMD_in	0.4203625	0.513966	0.411
chr7	29786218	29794540	Zfp30	+	0		1	0	3037	96	2923	10	0.990375361	EX-22693-7551-7647[.][4]	EX-22693-7548-7647[.][9]||EX-22693-7551-7647[.][4]||uc009gca.1_3	1	1		NMD_in	-0.12061255	0.626125	0.726
chr7	30125767	30130827	Zfp382	+	0		1	0	4214	88	557	14	0.030084236			0	1		NMD_in	0.2152425	0.177241	0.681
chr7	30553301	30554384	Hspb6	+	0		1	0	284	119	326	2	0.012552301			0	1		NMD_in	-0.2952825	-0.1953	0.798
chr7	30563556	30564394	U2af1l4	+	0		1	0	310	67	206	1	0.997953703	EX-233073-3590-3657[.][121]	EX-233073-3590-3657[.][121]	1	1	CA-199746-3311-3743-3810-4014[INC][6/11]	NMD_in	0.200197	0.671182	0.727
chr7	45076068	45076929	Nosip	+	0		1	0	323	188	81	0	1	EX-66394-17123-17311[.][35]	EX-66394-17123-17311[.][35]||EX-66394-17198-17311[.][8]	1	1		NMD_in	-0.047449	0.159887	0.838
chr7	45168714	45169935	Slc17a7	+	0		1	0	98	99	652	2	0.000901368			0	1		NMD_in	-0.350039	-0.288364	0.766
chr7	45700425	45701366	Car11	+	0		1	0	100	101	522	7	0.000882449			0	1		NMD_in	0.3272325	0.807394	0.583
chr7	48799828	48801384	Zdhhc13	+	0		1	0	573	30	752	2	0.001121831			0	1		NMD_in	0.298755	0.0928	0.502
chr7	51953193	51994458	Gas2	+	0		1	0	12278	57	27654	2	0.002906977		uc009hci.1_9	0	1		NMD_in	0.31299	1.80358	0.163
chr7	55896667	55898391	Cyfip1	+	0	cassetteExon_9852	1	0	1009	148	265	178	0.212104152	EX-20430-58754-58902[.][4]	uc009hdo.2_0||EX-20430-58754-58902[.][4]	1	1	CA-sr-chr15f-37[INC][53|25/2017]	NMD_in	-0.1155	1.26739	0.271
chr7	58786454	58788446	Atp10a	+	0		1	0	1325	171	112	21	0.135303266			0	1	CA-sr-chr15r-2817[INC][54|81/330]	NMD_in	0.11474605	0.528368	0.788
chr7	64308127	64314264	Mtmr10	+	0		1	0	1801	161	3903	7	0.01212938			0	1	CA-sr-chr15r-2707[INC][51|33/695]	NMD_in	0.295334	1.22902	0.484
chr7	66069166	66070665	Snrpa1	+	0		1	0	210	103	1063	97	0.975740903	EX-68981-12088-12191[.][70]	EX-68981-12088-12191[.][70]	1	1		NMD_in	0.0233175	0.128571	0.825
chr7	67224375	67228468	Lysmd4	+	0	cassetteExon_9910	1	0	624	134	704	1	0.008249313	uc012fmv.1_2	uc009hib.2_3||uc012fmv.1_2	1	1		NMD_in	-0.0911585	-0.123356	0.833
chr7	80198518	80212959	Sema4b	+	0		1	0	11422	95	2508	14	0.047745358			0	1		NMD_in	0.1077625	0.0714687	0.774
chr7	80276397	80280033	Vps33b	+	0		1	0	1178	54	2274	41	0.025823265			0	1		NMD_in	-0.03071	0.157111	0.837
chr7	81586133	81589525	Whamm	+	0		1	0	2118	135	785	348	0.235992272			0	1	CA-123720-13268-15490-15619-16879[INC][1/7]	NMD_in	0.214665	0.774156	0.7
chr7	82649525	82671738	Eftud1	+	0		1	0	2249	68	19656	2	0.99734572	EX-101592-6267-6335[.][51]	EX-101592-6267-6335[.][51]	1	1	CA-79631-4076-6608-6676-24360[INC][3/3]	NMD_in	-0.01580265	0.260565	0.833
chr7	88281386	88297249	Ctsc	+	0	cassetteExon_9988	1	0	5361	85	10104	5	0.089438202	EX-13032-11801-11886[.][4]	EX-13032-11801-11886[.][4]	1	1	CA-1075-5837-12577-12662-28219[INC][1/393]	NMD_in	0.3232575	1.37104	0.398
chr7	89632895	89641122	Me3	+	0		1	0	6097	155	1681	6	0.936507937	EX-109264-9373-9528[.][2]	EX-109264-9373-9528[.][2]	0	1		NMD_in	0.720855	0.714269	0.0355
chr7	90130231	90160590	Picalm	+	0		1	0	20679	52	9014	2	0.000271027			0	1		NMD_in	0.1213375	-0.148444	0.695
chr7	90161259	90165616	Picalm	+	0		1	0	717	161	3300	15	0.001702289		uc009igp.1_1	0	1		NMD_in	0.153695	0.317685	0.77
chr7	90444311	90445493	Crebzf	+	0		1	1	240	115	692	21	0.005088814		NM_145151_0	0	1	CA-sr-chr11r-1233[INC][61|68/2004]	NMD_in	1.607615	2.37561	2.78E-09
chr7	92386914	92418133	Dlg2	+	0	cassetteExon_10001	1	1	30233	100	764	78	0.051178501	EX-23859-1329438-1329538[.][4]	EX-23859-1329438-1329538[.][4]	1	1	CA-sr-chr11r-1252[INC][908|27/5964]	NMD_in	1.478525	2.47997	7.55E-08
chr7	92386914	92417323	Dlg2	+	0		1	0	27854	204	2175	2	0.001735681			0	1		NMD_in	0.6555225	0.517088	0.0577
chr7	92417223	92420673	Dlg2	+	0	cassetteExon_10002	1	1	764	46	2498	78	0.738476011	EX-23859-1330302-1330348[.][12]	EX-23859-1330302-1330348[.][12]	1	1	CA-sr-chr11r-1260[INC][27|768/130]	NMD_in	1.7827	2.4818	2.24E-11
chr7	96885316	96888909	Odz4	+	0		1	0	1540	155	1489	5	0.001956947			0	1		NMD_in	0.4035025	-0.153442	0.183
chr7	99317471	99337137	Mtap6	+	0		1	0	2830	86	15400	38	0.006234183	EX-17760-56052-56138[.][1]	EX-17760-56052-56138[.][1]	0	1		NMD_in	0.6341115	1.23379	0.131
chr7	100628403	100629943	Rab6a	+	0		1	1	1208	28	144	2	0.012118449		EX-19346-25080-25186[.][18]	1	1	CA-sr-chr11r-1709[INC][2143|2/20551]	NMD_in	1.5196945	2.32167	2.81E-08
chr7	100786803	100813000	Fam168a	+	0		1	0	21670	123	4235	9	0.000869927			0	1		NMD_in	0.4840635	0.163268	0.181
chr7	101246301	101250561	Fchsd2	+	0		1	0	3147	83	841	8	0.010924594			0	1		NMD_in	0.2641045	0.283857	0.635
chr7	101451401	101481460	Pde2a	+	0		1	0	26769	54	3079	2	0.000241441			0	1		NMD_in	0.20893595	0.105556	0.668
chr7	101495636	101500447	Pde2a	+	0		1	0	4364	112	219	2	0.000145292			0	1		NMD_in	0.145975	-0.139079	0.665
chr7	101495636	101500447	Pde2a	+	0		1	0	3933	90	672	3	0.000124538			0	1		NMD_in	0.1550175	0.353433	0.771
chr7	101706482	101722833	Clpb	+	0	cassetteExon_10064	1	0	15358	128	632	0	0.000114273	uc009ipa.1_4	uc009ipa.1_4	0	1		NMD_in	0.1254275	0.394233	0.79
chr7	101990572	101991728	Numa1	+	0		1	0	182	114	697	40	0.012173437			0	1		NMD_in	0.169121	-0.167526	0.613
chr7	102082040	102084580	Trpc2	+	0	cassetteExon_10080	1	0	531	46	842	12	0.551401869	EX-22064-20260-20306[.][4]	EX-22064-19328-20306[.][1]||uc009iqj.1_10||EX-22064-20260-20306[.][4]	1	1		NMD_in	0.3462125	0.147467	0.433
chr7	102226270	102236346	Pgap2	+	0	cassetteExon_10086	1	0	4820	160	4668	3	0.002745744	EX-233575-11192-11352[.][5]	EX-233575-11192-11352[.][5]	1	1		NMD_in	0.3144	1.43104	0.368
chr7	110070477	110071455	Zfp143	+	0		1	1	626	73	102	28	0.035608309			0	1	CA-7702-14805-15812-15885-15976[INC][1/97]	NMD_in	0.9531725	2.2945	0.00096
chr7	113551934	113553813	Far1	+	0		1	1	1293	93	253	15	0.003961268			0	1		NMD_in	1.04597	1.9499	0.000453
chr7	116093379	116099523	1110004F10Rik	+	0		1	0	4236	192	1486	58	0.003299523	EX-56372-7382-7574[.][1]	EX-56372-7382-7574[.][1]	0	1		NMD_in	0.2612375	0.217203	0.621
chr7	119823755	119827376	2610020H08Rik	+	0	cassetteExon_10187	1	0	150	95	3163	10	0.876033058	EX-434234-32915-33010[.][4]	EX-434234-32915-33010[.][4]	1	1		NMD_in	0.3238315	1.19213	0.482
chr7	120887858	120889267	Eef2k	+	0		1	0	1139	25	99	2	0.000563486			0	1		NMD_in	0.034443	-0.195222	0.768
chr7	121034444	121057399	Mettl9	+	0		1	0	17111	210	4918	14	0.998392375	EX-59052-20642-20852[.][63]	EX-59052-20642-20852[.][63]	1	1	CA-sr-chr16f-1352[INC][1261|9827/46]	NMD_in	-0.10302995	1.30336	0.258
chr7	122071909	122076190	Ubfd1	+	0		1	0	3327	83	682	2	0.000383995			0	1		NMD_in	-0.02142	-0.1855	0.804
chr7	122544632	122568307	Prkcb	+	0		1	0	3611	148	19595	2	6.74E-05			0	1		NMD_in	0.22202905	0.230898	0.685
chr7	122600689	122634337	Prkcb	+	0		1	1	26825	216	5873	9	0.753810816		NM_008855_16	1	1	CA-sr-chr16f-1506[INC][19356|2/4513]	NMD_in	0.97098	1.91897	0.00157
chr7	122754505	122762323	Cacng3	+	0		1	0	210	89	7294	10	0.001043742			0	1		NMD_in	-0.03682	0.586033	0.784
chr7	127577534	127579732	Phkg2	+	0		1	0	328	55	1637	252	0.944253954	EX-68961-7627-7682[.][32]	EX-68961-7187-7682[.][1]||uc009jwa.2_2||EX-68961-7627-7682[.][32]	1	1	CA-sr-chr16f-1986[INC][175|2974/17]	NMD_in	0.37079	1.88556	0.125
chr7	129257093	129307732	Ppapdc1a	+	0		1	0	24224	127	26103	12	0.047775947			0	1		NMD_in	0.218695	0.399952	0.717
chr7	130882329	130897450	Plekha1	+	0	cassetteExon_10318	1	0	9794	98	5046	52	0.946984925	EX-101476-29271-29369[.][43]	EX-101476-29271-29369[.][43]||uc009kaq.1_4	1	1	CA-sr-chr10f-3006[INC][2|5160/64]	NMD_in	0.2398365	0.999212	0.617
chr7	131371145	131384000	Pstk	+	0		1	0	2675	199	9661	2	0.999095023	EX-214580-5919-6118[.][19]	EX-214580-5919-6118[.][19]	1	1		NMD_in	0.115088	0.209227	0.788
chr7	132949584	132966694	Zranb1	+	0		1	1	10175	124	5772	89	0.033092431			0	1	CA-sr-chr10f-3126[INC][59|77/2968]	NMD_in	1.1960325	1.7772	2.79E-05
chr7	139094393	139094977	Dpysl4	+	0		1	0	173	130	91	123	0.015112764			0	1		NMD_in	-0.3604815	-0.785182	0.684
chr7	139516630	139523889	Inpp5a	+	0		1	0	2693	82	4327	4	0.001174475			0	1		NMD_in	0.41944	0.679444	0.441
chr7	140125684	140129270	Paox	+	0	cassetteExon_10353	1	0	443	490	2202	5	0.910331384	EX-212503-3641-4131[.][10]	EX-212503-3641-4131[.][10]	1	1		NMD_in	-0.318176	-0.0943558	0.776
chr7	144449559	144452137	Cttn	-	0		1	0	938	67	1406	4	0.190875783		NM_007803_10	1	1	CA-sr-chr11f-3121[INC][1248|4/1376]	NMD_in	-0.071605	1.14309	0.422
chr7	137199093	137200560	Ebf3	-	0		1	0	145	101	854	5	0.010410288			0	1		NMD_in	-0.3579835	-0.536067	0.747
chr7	132759388	132771629	Fam53b	-	0		1	0	4659	91	6660	4	0.002272153			0	1		NMD_in	-0.0548795	0.0305667	0.838
chr7	128443806	128444404	Tial1	-	0		1	1	180	59	95	432	0.077797276		EX-21843-20109-20707[.][2]	0	1	CA-7073-22950-23124-23183-23279[INC][2/74]	NMD_in	1.5478	2.1005	1.00E-08
chr7	128404358	128418172	Rgs10	-	0		1	0	5691	183	7714	23	0.135217723			1	1		NMD_in	0.1047375	0.700131	0.762
chr7	127705726	127707958	Bcl7c	-	0		1	0	542	162	1363	6	0.734848485	EX-12055-4429-4591[.][26]	EX-12055-4429-4591[.][26]||EX-12055-4462-4591[.][2]	1	1	CA-sr-chr16r-1787[INC][42|2959/4]	NMD_in	0.465855	0.246611	0.24
chr7	126868109	126871641	Taok2	-	0		1	0	1404	62	1613	9	0.001582557		NM_001163775_15	1	1		NMD_in	0.905965	0.1446	0.000124
chr7	126866996	126868322	Taok2	-	0		1	0	688	107	135	280	0.038808418			0	1	CA-sr-chr16f-1878[INC][112|75/2552]	NMD_in	0.729911	1.27317	0.0538
chr7	126149233	126153279	Xpo6	-	0		1	0	92	28	3345	2	0.002618624		uc009jqq.1_0	0	1	CA-sr-chr16r-2096[INC][167|13/2338]	NMD_in	0.9248525	0.386	0.000259
chr7	125651862	125654579	Gtf3c1	-	0		1	0	465	122	1954	3	0.000901442			0	1		NMD_in	-0.1380525	-0.2655	0.823
chr7	123283776	123287013	Arhgap17	-	0	cassetteExon_10217	1	0	1030	48	1594	2	0.814696486	EX-70497-87448-87496[.][6]	EX-70497-87448-87496[.][6]||EX-70497-87448-87472[.][1]	1	1	CA-sr-chr16r-2181[INC][18|2/108]	NMD_in	0.326199	1.19269	0.481
chr7	118852888	118855998	2310008H09Rik	-	0		1	0	1335	103	844	2	0.001125366			0	1		NMD_in	-0.0965275	-0.194324	0.826
chr7	118212888	118243637	Smg1	-	0		1	1	25427	58	4667	378	0.279291553			0	1	CA-23049-3455-29360-29418-32448[INC][1/6][UPT]	NMD_in	1.37851	2.38595	7.41E-07
chr7	118140429	118141489	Smg1	-	0		1	0	140	148	364	12	0.002760085			0	1		NMD_in	0.00182535	-0.286878	0.764
chr7	118118889	118126515	Arl6ip1	-	0		1	0	5150	85	750	5	0.999296471	EX-54208-11380-11465[.][238]	EX-54208-11380-11465[.][238]	1	1	CA-23204-6611-9852-9937-11165[INC][5/2][DNT]	NMD_in	-0.10381	0.983929	0.51
chr7	110341289	110348995	Sbf2	-	0		1	1	457	37	6996	207	0.059073523			0	1	CA-sr-chr11r-3906[INC][111|43/91]	NMD_in	1.56826	2.25217	7.95E-09
chr7	109976594	109982773	Tmem41b	-	0		1	0	3841	105	1976	5	0.992326139	EX-233724-10416-10521[.][35]	EX-233724-10416-10521[.][35]	1	1		NMD_in	0.152801	0.602086	0.763
chr7	109935481	109960422	Dennd5a	-	0		1	0	15559	65	8896	2	0.001509538			0	1		NMD_in	0.0962335	0.106682	0.788
chr7	109535293	109538345	St5	-	0		1	0	1928	64	912	8	0.022290546			0	1		NMD_in	0.1680625	0.0730476	0.713
chr7	109477637	109481072	Trim66	-	0		1	0	208	114	2848	3	0.004511278			0	1		NMD_in	0.1105841	0.0275526	0.763
chr7	105637120	105638040	Arfip2	-	0		1	1	93	74	373	20	0.011862917		uc009iyq.2_0	0	1	CA-23647-5742-5827-5901-6281[INC][7/175]	NMD_in	1.1168975	1.6472	0.000135
chr7	105559442	105565055	Apbb1	-	0		1	0	896	97	4420	3	8.15E-05			0	1		NMD_in	0.0575975	-0.511833	0.584
chr7	101297159	101302088	Atg16l2	-	0		1	0	1689	100	2878	2	0.991304348	EX-73683-4877-4977[.][29]	EX-73683-4877-4977[.][29]	1	1		NMD_in	0.235025	-0.0128182	0.575
chr7	99347265	99349464	Serpinh1	-	0		1	0	273	122	1043	3	0.000524274			0	1		NMD_in	-0.060643	-0.105211	0.829
chr7	98630130	98637520	2210018M11Rik	-	0		1	1	3630	46	3177	5	0.000967274			0	1	CA-sr-chr11f-3490[INC][21|18/527]	NMD_in	1.184375	2.37138	2.67E-05
chr7	92605207	92610650	Ankrd42	-	0		1	0	558	213	4393	0	0.003923936		uc009iia.2_7	0	1		NMD_in	0.228845	-0.0620845	0.562
chr7	89165124	89196159	Tmem135	-	0		1	0	2369	40	28537	3	0.000821886			0	1		NMD_in	1.1018675	1.18346	8.42E-05
chr7	84003311	84086346	9930013L23Rik	-	0		1	0	3213	186	79437	3	0.01309329			0	1		NMD_in	-0.0879775	-0.0972581	0.835
chr7	81796995	81801150	Btbd1	-	0		1	0	466	107	3301	111	0.011198673			0	1	CA-53339-40219-41626-41739-49592[INC][2/100]	NMD_in	0.4332125	1.22414	0.368
chr7	80481403	80494250	Blm	-	0		1	0	10432	31	2128	9	0.020231214			0	1		NMD_in	0.1759775	0.1494	0.724
chr7	79461697	79465371	Polg	-	0		1	0	642	179	1889	13	0.018545776			0	1	CA-sr-chr15r-297[INC][44|30/1026]	NMD_in	0.6261525	1.44798	0.124
chr7	79454810	79455595	Polg	-	0		1	0	340	99	131	7	0.007958701			0	1		NMD_in	-0.1702325	-0.596697	0.749
chr7	73976657	74013682	St8sia2	-	0		1	0	821	221	35634	2	0.000816327			0	1		NMD_in	0.07467865	-0.0956216	0.763
chr7	73960691	73966998	St8sia2	-	0		1	0	3385	164	2206	7	0.001443262			0	1		NMD_in	-0.178455	-0.336537	0.816
chr7	73519476	73540904	1810026B05Rik	-	0		1	1	82	152	20829	2	0.001997603		NR_037569_4	0	1		NMD_in	1.68754	1.76529	8.99E-11
chr7	59987411	59995554	Snurf	-	0		1	0	6658	146	1038	12	0.999944319	EX-20646-154472-154618[.][165]	EX-20646-154472-154618[.][165]	1	1	CA-6638-147436-153664-153810-154711[INC][344/3]	NMD_in	-0.057715	0.564479	0.783
chr7	45326976	45333452	Trpm4	-	0	cassetteExon_9795	1	0	5486	175	580	38	0.102409639	EX-68667-8885-9060[.][6]	EX-68667-8885-9060[.][6]	1	1	CA-54795-3501-11282-11457-13501[INC][1/3]	NMD_in	-0.0325925	0.190712	0.837
chr7	35392151	35396415	C230052I12Rik	-	0		1	0	836	402	1883	2	0.99825784	EX-101831-4391-4793[.][1]	EX-101831-4391-4793[.][1]||EX-101831-4640-4793[.][12]||EX-101831-4391-4531[.][14]	2	1		NMD_in	0.140138	0.547703	0.775
chr7	35206036	35211497	Lrp3	-	0		1	0	160	135	4964	2	0.000400481			0	1		NMD_in	-0.3827645	-0.0745333	0.708
chr7	31047372	31051444	Fxyd7	-	0		1	0	1986	118	1849	5	0.00019213			0	1		NMD_in	0.2044355	0.167025	0.693
chr7	30526346	30527287	Arhgap33	-	0		1	0	178	212	251	600	0.043023507			0	1	CA-sr-chr19f-2763[INC][328|179/5942]	NMD_in	1.162209	1.21648	2.24E-05
chr7	28906971	28911575	Actn4	-	0		1	0	1501	86	2838	79	0.65274092	EX-60595-55292-55378[.][9]	EX-60595-55292-55378[.][9]||EX-60595-55301-55378[.][1]	0	1	CA-sr-chr19f-3223[INC][8|6482/2194]	NMD_in	0.2622763	1.45621	0.364
chr7	28049103	28050092	Psmc4	-	0		1	0	282	34	464	13	0.000745712		EX-23996-3392-3989[.][1]	0	1		NMD_in	-0.0490075	-0.396	0.762
chr7	27330126	27334946	Ltbp4	-	0		1	0	620	37	3861	42	0.104504505			0	1		NMD_in	0.51085	0.120833	0.126
chr7	25787290	25788733	Axl	-	0		1	0	599	186	113	9	0.011494253			0	1		NMD_in	-0.1828645	0.682183	0.631
chr7	25778623	25786010	Axl	-	0		1	0	4406	101	2622	2	0.0021039			0	1		NMD_in	0.02827135	-0.707412	0.486
chr7	25773098	25774725	Axl	-	0	cassetteExon_9667	1	0	1021	151	217	39	0.872135103	EX-26362-18240-18391[.][16]	EX-26362-18240-18391[.][16]	1	1		NMD_in	-0.0410225	0.2027	0.837
chr7	25750864	25754701	Hnrnpul1	-	0		1	0	2435	127	788	2	0.000393546			0	1		NMD_in	0.1343375	0.047	0.745
chr7	25734558	25745232	Hnrnpul1	-	0		1	0	2066	100	8101	3	0.999354769	EX-232989-14694-14794[.][29]	EX-232989-14694-14794[.][29]	1	1	CA-11100-16813-19591-19691-32759[INC][1/1]	NMD_in	0.06058115	0.448939	0.811
chr7	25015807	25022614	Grik5	-	0		1	0	3344	113	3010	6	0.000616481			0	1		NMD_in	-0.1704825	-0.180342	0.831
chr7	25001071	25005895	Atp1a3	-	0		1	0	790	62	3744	10	0.000685984			0	1		NMD_in	0.4220995	1.13552	0.405
chr7	19655717	19665030	Clptm1	-	0		1	0	468	51	8584	6	0.008347807			0	1		NMD_in	0.16282	0.185	0.746
chr7	19259415	19260678	Vasp	-	0		1	0	120	146	847	3	0.00142828			0	1		NMD_in	0.00442915	-0.0499583	0.816
chr7	18899557	18903552	Ccdc61	-	0		1	0	2393	158	1236	2	0.996702391	EX-232933-12328-12486[.][13]	EX-232933-12328-12486[.][13]	1	1		NMD_in	-0.0129476	0.327904	0.829
chr7	16919634	16924032	Calm3	-	0		1	0	1769	77	2329	2	1.91E-05			0	1		NMD_in	0.6896275	0.764692	0.0584
chr7	16511192	16512485	Grlf1	-	0		1	0	403	128	552	2	0.00017231			0	1		NMD_in	-0.03034	-0.0831905	0.824
chr7	16282356	16284375	Ccdc9	-	0		1	0	1374	99	146	49	0.976021532	EX-243846-6945-7044[.][23]	EX-243846-6945-7044[.][23]	1	1		NMD_in	-0.19577	-0.476	0.791
chr7	13269334	13277428	6330408A02Rik	-	0		1	0	2939	37	4522	4	0.006904488		uc009ffn.1_1	0	1		NMD_in	-0.02674	-0.0435833	0.827
chr7	13258966	13269647	6330408A02Rik	-	0		1	0	7038	80	576	40	0.124880839			0	1		NMD_in	-0.00754	0.072963	0.831
chr8	10435778	10439704	Myo16	+	0	cassetteExon_10464	1	0	2908	118	700	0	1	EX-244281-287876-287994[.][7]	EX-244281-287876-287994[.][7]	1	1		NMD_in	-0.096817435	-0.426923	0.778
chr8	11758430	11781239	Arhgef7	+	0		1	0	471	77	22089	5	0.001246608			0	1		NMD_in	-0.0802275	-0.10784	0.833
chr8	22911659	22914387	Myst3	+	0		1	0	1683	179	430	21	0.007380899			0	1		NMD_in	0.36871	0.392283	0.478
chr8	27085840	27098857	Gpr124	+	0		1	0	12324	106	144	2	0.002919708			0	1		NMD_in	-0.154718	-0.193412	0.831
chr8	33735733	33752532	Gtf2e2	+	0		1	0	6501	140	9893	2	0.004258218			1	1		NMD_in	0.6782	0.638022	0.0549
chr8	35664667	35679449	Mfhas1	+	0		1	0	6809	228	4898	38	0.091143733		EX-52065-86924-87034[.][6]	1	1		NMD_in	0.1212275	0.912368	0.689
chr8	40335809	40340329	Efha2	+	0		1	0	2148	100	2086	56	0.010881972			0	1		NMD_in	0.093015	0.297676	0.805
chr8	40905504	40908534	Slc7a2	+	0	cassetteExon_10566	1	1	2328	140	202	3	0.986449864	EX-11988-48689-48829[.][6]	EX-11988-48689-48829[.][6]	1	1		NMD_in	0.5682655	1.76413	0.107
chr8	40908055	40911097	Slc7a2	+	0	cassetteExon_10567	1	0	202	137	2460	2	0.003663004	EX-11988-49031-49168[.][6]	EX-11988-49031-49168[.][6]	1	1		NMD_in	0.6969035	1.4588	0.0703
chr8	46552068	46559971	Mlf1ip	+	0	cassetteExon_10593	1	0	1887	49	5805	2	0.967741935	EX-71876-4946-4995[.][42]	EX-71876-4946-4995[.][42]	1	1		NMD_in	0.0415125	0.111375	0.818
chr8	46556085	46559971	Mlf1ip	+	0		1	0	2829	77	769	18	0.061261261			0	1		NMD_in	-0.02785615	-0.290385	0.783
chr8	46807221	46837838	Irf2	+	0		1	0	306	47	29922	3	0.998032142	EX-16363-70960-71007[.][23]	uc009lqp.1_1||EX-16363-70960-71007[.][23]	1	1	CA-sr-chr4r-176[INC][743|7/18]	NMD_in	0.2008455	1.66431	0.224
chr8	56569283	56593939	Fbxo8	+	0	cassetteExon_10613	1	0	20647	197	1181	13	0.992277992	EX-50753-41924-42121[.][22]	EX-50753-41924-42121[.][22]	1	1		NMD_in	-0.0732375	1.07583	0.474
chr8	61487733	61495202	Cbr4	+	0		1	0	3554	134	3389	2	0.998376623	EX-234309-6811-6945[.][30]	uc009luc.2_0||EX-234309-6811-6945[.][30]	1	1		NMD_in	0.0590474	0.432689	0.812
chr8	65967046	66276712	1-Mar	+	0	cassetteExon_10634	1	0	154495	149	154762	747	0.7751693	EX-72925-506711-506860[.][2]	EX-72925-506711-506860[.][2]||EX-72925-506743-506860[.][3]	1	1	CA-sr-chr4r-423[INC][798|1377/237]	NMD_in	0.2757119	1.32564	0.441
chr8	66864537	66877760	Naf1	+	0		1	0	7454	104	5408	16	0.015197568			0	1	CA-sr-chr4r-437[INC][166|29/706]	NMD_in	0.382155	0.719235	0.506
chr8	70234225	70244056	Sugp2	+	0		1	0	2015	127	5696	3	0.999503311	EX-234373-5442-5569[.][41]	EX-234373-5442-5569[.][41]	1	1	CA-10147-3135-5489-5621-10345[INC][195/3][UPT][DNT]	NMD_in	0.067051	0.0797949	0.803
